customer_id,month,plan,mrr,status
CUST00118,2023-09,Growth,149,active
CUST00119,2023-09,Starter,49,active
CUST00120,2023-09,Starter,49,active
CUST00121,2023-09,Scale,399,active
CUST00122,2023-09,Starter,49,active
CUST00123,2023-09,Scale,399,active
CUST00124,2023-09,Starter,49,active
CUST00125,2023-09,Starter,49,active
CUST00126,2023-09,Growth,149,active
CUST00127,2023-09,Growth,0,canceled
CUST00128,2023-09,Growth,0,canceled
CUST00129,2023-09,Starter,49,active
CUST00130,2023-09,Scale,399,active
CUST00131,2023-09,Starter,49,active
CUST00132,2023-09,Starter,49,active
CUST00133,2023-09,Growth,149,active
CUST00134,2023-09,Starter,49,active
CUST00135,2023-09,Starter,49,active
CUST00136,2023-09,Growth,149,active
CUST00137,2023-09,Scale,399,active
CUST00138,2023-09,Starter,0,canceled
CUST00139,2023-09,Growth,149,active
CUST00140,2023-09,Growth,149,active
CUST00141,2023-09,Starter,49,active
CUST00142,2023-09,Scale,399,active
CUST00143,2023-09,Starter,49,active
CUST00144,2023-09,Scale,399,active
CUST00145,2023-09,Growth,149,active
CUST00146,2023-09,Growth,149,active
CUST00147,2023-09,Starter,49,active
CUST00148,2023-09,Growth,149,active
CUST00149,2023-09,Growth,149,active
CUST00150,2023-09,Growth,149,active
CUST00151,2023-09,Growth,149,active
CUST00152,2023-09,Starter,49,active
CUST00153,2023-09,Starter,49,active
CUST00154,2023-09,Starter,49,active
CUST00155,2023-09,Growth,149,active
CUST00156,2023-09,Growth,149,active
CUST00157,2023-09,Scale,399,active
CUST00158,2023-09,Starter,49,active
CUST00159,2023-09,Scale,0,canceled
CUST00160,2023-09,Growth,149,active
CUST00161,2023-09,Growth,149,active
CUST00162,2023-09,Starter,49,active
CUST00163,2023-09,Starter,49,active
CUST00164,2023-09,Growth,149,active
CUST00165,2023-09,Starter,0,canceled
CUST00166,2023-09,Starter,49,active
CUST00167,2023-09,Growth,149,active
CUST00168,2023-09,Growth,149,active
CUST00169,2023-09,Starter,49,active
CUST00170,2023-09,Growth,149,active
CUST00171,2023-09,Growth,149,active
CUST00172,2023-09,Growth,149,active
CUST00173,2023-09,Starter,49,active
CUST00174,2023-09,Scale,399,active
CUST00175,2023-09,Growth,149,active
CUST00176,2023-09,Starter,0,canceled
CUST00177,2023-09,Starter,49,active
CUST00178,2023-09,Starter,49,active
CUST00179,2023-09,Growth,149,active
CUST00180,2023-09,Starter,49,active
CUST00181,2023-09,Starter,49,active
CUST00182,2023-09,Growth,149,active
CUST00183,2023-09,Growth,149,active
CUST00184,2023-09,Starter,0,canceled
CUST00185,2023-09,Growth,149,active
CUST00186,2023-09,Growth,149,active
CUST00187,2023-09,Starter,49,active
CUST00188,2023-09,Scale,399,active
CUST00189,2023-09,Scale,399,active
CUST00190,2023-09,Starter,0,canceled
CUST00191,2023-09,Starter,49,active
CUST00192,2023-09,Starter,49,active
CUST00193,2023-09,Growth,149,active
CUST00194,2023-09,Scale,399,active
CUST00195,2023-09,Growth,149,active
CUST00196,2023-09,Growth,149,active
CUST00197,2023-09,Starter,49,active
CUST00198,2023-09,Growth,149,active
CUST00199,2023-09,Growth,149,active
CUST00200,2023-09,Starter,0,canceled
CUST00201,2023-09,Growth,149,active
CUST00202,2023-09,Growth,149,active
CUST00203,2023-09,Growth,149,active
CUST00204,2023-09,Growth,149,active
CUST00205,2023-09,Scale,399,active
CUST00206,2023-09,Starter,49,active
CUST00207,2023-09,Growth,149,active
CUST00208,2023-09,Starter,49,active
CUST00209,2023-09,Growth,149,active
CUST00210,2023-09,Growth,149,active
CUST00211,2023-09,Starter,49,active
CUST00212,2023-09,Starter,49,active
CUST00213,2023-09,Growth,149,active
CUST00214,2023-09,Starter,49,active
CUST00215,2023-09,Starter,49,active
CUST00216,2023-09,Starter,49,active
CUST00217,2023-09,Starter,49,active
CUST00218,2023-09,Growth,149,active
CUST00219,2023-09,Growth,149,active
CUST00220,2023-09,Starter,49,active
CUST00221,2023-09,Growth,149,active
CUST00222,2023-09,Starter,49,active
CUST00223,2023-09,Scale,399,active
CUST00224,2023-09,Growth,149,active
CUST00225,2023-09,Starter,49,active
CUST00226,2023-09,Starter,49,active
CUST00227,2023-09,Growth,149,active
CUST00228,2023-09,Starter,49,active
CUST00229,2023-09,Scale,399,active
CUST00230,2023-09,Starter,49,active
CUST00231,2023-09,Growth,149,active
CUST00232,2023-09,Scale,399,active
CUST00233,2023-09,Growth,149,active
CUST00234,2023-09,Starter,49,active
CUST00235,2023-09,Growth,149,active
CUST00236,2023-09,Starter,49,active
CUST00237,2023-09,Growth,149,active
CUST00238,2023-09,Growth,149,active
CUST00239,2023-09,Growth,149,active
CUST00240,2023-09,Growth,149,active
CUST00241,2023-09,Starter,49,active
CUST00242,2023-09,Growth,149,active
CUST00243,2023-09,Scale,399,active
CUST00244,2023-09,Starter,49,active
CUST00245,2023-09,Growth,149,active
CUST00246,2023-09,Growth,149,active
CUST00247,2023-09,Starter,49,active
CUST00248,2023-09,Starter,49,active
CUST00249,2023-09,Starter,49,active
CUST00250,2023-09,Scale,399,active
CUST00251,2023-09,Starter,49,active
CUST00252,2023-09,Starter,49,active
CUST00253,2023-09,Starter,49,active
CUST00254,2023-09,Growth,149,active
CUST00255,2023-09,Starter,0,canceled
CUST00256,2023-09,Starter,49,active
CUST00257,2023-09,Growth,149,active
CUST00258,2023-09,Growth,149,active
CUST00259,2023-09,Scale,399,active
CUST00260,2023-09,Starter,49,active
CUST00261,2023-09,Growth,149,active
CUST00262,2023-09,Starter,49,active
CUST00263,2023-09,Starter,49,active
CUST00264,2023-09,Starter,49,active
CUST00265,2023-09,Starter,49,active
CUST00266,2023-09,Starter,49,active
CUST00267,2023-09,Scale,399,active
CUST00268,2023-09,Growth,149,active
CUST00269,2023-09,Starter,49,active
CUST00270,2023-09,Starter,49,active
CUST00271,2023-09,Scale,399,active
CUST00272,2023-09,Growth,149,active
CUST00273,2023-09,Starter,49,active
CUST00274,2023-09,Growth,149,active
CUST00275,2023-09,Starter,49,active
CUST00276,2023-09,Scale,399,active
CUST00277,2023-09,Starter,49,active
CUST00278,2023-09,Starter,49,active
CUST00279,2023-09,Starter,49,active
CUST00280,2023-09,Starter,49,active
CUST00281,2023-09,Starter,49,active
CUST00282,2023-09,Starter,49,active
CUST00283,2023-09,Growth,149,active
CUST00284,2023-09,Growth,149,active
CUST00285,2023-09,Starter,49,active
CUST00286,2023-09,Starter,49,active
CUST00287,2023-09,Starter,49,active
CUST00288,2023-09,Starter,49,active
CUST00289,2023-09,Starter,49,active
CUST00290,2023-09,Growth,149,active
CUST00291,2023-09,Starter,49,active
CUST00292,2023-09,Growth,149,active
CUST00293,2023-09,Starter,49,active
CUST00294,2023-09,Starter,49,active
CUST00295,2023-09,Starter,49,active
CUST00296,2023-09,Starter,49,active
CUST00297,2023-09,Starter,49,active
CUST00298,2023-09,Starter,49,active
CUST00299,2023-09,Starter,49,active
CUST00300,2023-09,Starter,49,active
CUST00301,2023-09,Starter,49,active
CUST00302,2023-09,Starter,49,active
CUST00303,2023-09,Starter,49,active
CUST00304,2023-09,Starter,49,active
CUST00305,2023-09,Growth,149,active
CUST00306,2023-09,Growth,149,active
CUST00307,2023-09,Starter,49,active
CUST00308,2023-09,Starter,49,active
CUST00309,2023-09,Growth,149,active
CUST00310,2023-09,Starter,49,active
CUST00311,2023-09,Growth,149,active
CUST00312,2023-09,Growth,149,active
CUST00313,2023-09,Growth,149,active
CUST00314,2023-09,Growth,149,active
CUST00315,2023-09,Starter,49,active
CUST00316,2023-09,Starter,49,active
CUST00317,2023-09,Starter,49,active
CUST00318,2023-09,Starter,49,active
CUST00319,2023-09,Scale,399,active
CUST00320,2023-09,Growth,149,active
CUST00321,2023-09,Starter,49,active
CUST00322,2023-09,Starter,49,active
CUST00323,2023-09,Scale,399,active
CUST00324,2023-09,Starter,49,active
CUST00325,2023-09,Starter,49,active
CUST00326,2023-09,Growth,149,active
CUST00327,2023-09,Growth,149,active
CUST00328,2023-09,Growth,149,active
CUST00329,2023-09,Growth,149,active
CUST00001,2023-10,Growth,149,active
CUST00002,2023-10,Growth,149,active
CUST00003,2023-10,Growth,149,active
CUST00004,2023-10,Scale,399,active
CUST00005,2023-10,Growth,149,active
CUST00006,2023-10,Growth,149,active
CUST00007,2023-10,Starter,49,active
CUST00008,2023-10,Starter,49,active
CUST00009,2023-10,Growth,149,active
CUST00010,2023-10,Growth,149,active
CUST00011,2023-10,Starter,49,active
CUST00012,2023-10,Starter,49,active
CUST00013,2023-10,Growth,149,active
CUST00014,2023-10,Starter,0,canceled
CUST00015,2023-10,Starter,49,active
CUST00016,2023-10,Starter,49,active
CUST00017,2023-10,Growth,0,canceled
CUST00018,2023-10,Starter,49,active
CUST00019,2023-10,Scale,399,active
CUST00020,2023-10,Scale,399,active
CUST00021,2023-10,Starter,49,active
CUST00022,2023-10,Starter,49,active
CUST00023,2023-10,Scale,0,canceled
CUST00024,2023-10,Starter,0,canceled
CUST00025,2023-10,Starter,0,canceled
CUST00026,2023-10,Starter,49,active
CUST00027,2023-10,Growth,149,active
CUST00028,2023-10,Growth,149,active
CUST00029,2023-10,Growth,149,active
CUST00030,2023-10,Growth,0,canceled
CUST00031,2023-10,Starter,49,active
CUST00032,2023-10,Growth,149,active
CUST00033,2023-10,Starter,49,active
CUST00034,2023-10,Starter,49,active
CUST00035,2023-10,Growth,149,active
CUST00036,2023-10,Growth,149,active
CUST00037,2023-10,Growth,149,active
CUST00038,2023-10,Starter,49,active
CUST00039,2023-10,Starter,49,active
CUST00040,2023-10,Growth,149,active
CUST00041,2023-10,Starter,0,canceled
CUST00042,2023-10,Starter,49,active
CUST00043,2023-10,Starter,49,active
CUST00044,2023-10,Starter,0,canceled
CUST00045,2023-10,Starter,49,active
CUST00046,2023-10,Growth,149,active
CUST00047,2023-10,Growth,0,canceled
CUST00048,2023-10,Starter,49,active
CUST00049,2023-10,Starter,49,active
CUST00050,2023-10,Starter,49,active
CUST00051,2023-10,Starter,0,canceled
CUST00052,2023-10,Scale,399,active
CUST00053,2023-10,Growth,149,active
CUST00054,2023-10,Growth,149,active
CUST00055,2023-10,Starter,49,active
CUST00056,2023-10,Scale,399,active
CUST00057,2023-10,Growth,149,active
CUST00058,2023-10,Starter,49,active
CUST00059,2023-10,Scale,399,active
CUST00060,2023-10,Scale,399,active
CUST00061,2023-10,Starter,49,active
CUST00062,2023-10,Growth,149,active
CUST00063,2023-10,Growth,149,active
CUST00064,2023-10,Growth,149,active
CUST00065,2023-10,Starter,49,active
CUST00066,2023-10,Growth,149,active
CUST00067,2023-10,Starter,49,active
CUST00068,2023-10,Starter,49,active
CUST00069,2023-10,Starter,49,active
CUST00070,2023-10,Starter,49,active
CUST00071,2023-10,Starter,49,active
CUST00072,2023-10,Growth,149,active
CUST00073,2023-10,Scale,399,active
CUST00074,2023-10,Starter,49,active
CUST00075,2023-10,Starter,49,active
CUST00076,2023-10,Starter,49,active
CUST00077,2023-10,Growth,149,active
CUST00078,2023-10,Growth,149,active
CUST00079,2023-10,Starter,49,active
CUST00080,2023-10,Growth,0,canceled
CUST00081,2023-10,Growth,149,active
CUST00082,2023-10,Growth,149,active
CUST00083,2023-10,Growth,149,active
CUST00084,2023-10,Starter,49,active
CUST00085,2023-10,Scale,399,active
CUST00086,2023-10,Growth,149,active
CUST00087,2023-10,Starter,49,active
CUST00088,2023-10,Starter,49,active
CUST00089,2023-10,Growth,149,active
CUST00090,2023-10,Scale,0,canceled
CUST00091,2023-10,Growth,149,active
CUST00092,2023-10,Growth,149,active
CUST00093,2023-10,Starter,49,active
CUST00094,2023-10,Growth,149,active
CUST00095,2023-10,Growth,149,active
CUST00096,2023-10,Growth,149,active
CUST00097,2023-10,Starter,49,active
CUST00098,2023-10,Growth,149,active
CUST00099,2023-10,Scale,399,active
CUST00100,2023-10,Scale,399,active
CUST00101,2023-10,Growth,0,canceled
CUST00102,2023-10,Starter,49,active
CUST00103,2023-10,Starter,49,active
CUST00104,2023-10,Starter,49,active
CUST00105,2023-10,Growth,149,active
CUST00106,2023-10,Starter,49,active
CUST00107,2023-10,Starter,0,canceled
CUST00108,2023-10,Scale,399,active
CUST00109,2023-10,Scale,399,active
CUST00110,2023-10,Starter,49,active
CUST00111,2023-10,Growth,149,active
CUST00112,2023-10,Starter,49,active
CUST00113,2023-10,Starter,0,canceled
CUST00114,2023-10,Scale,399,active
CUST00115,2023-10,Starter,49,active
CUST00116,2023-10,Starter,0,canceled
CUST00117,2023-10,Growth,149,active
CUST00118,2023-10,Growth,149,active
CUST00119,2023-10,Starter,49,active
CUST00120,2023-10,Starter,49,active
CUST00121,2023-10,Scale,399,active
CUST00122,2023-10,Starter,49,active
CUST00123,2023-10,Scale,399,active
CUST00124,2023-10,Starter,49,active
CUST00125,2023-10,Growth,149,active
CUST00126,2023-10,Growth,149,active
CUST00127,2023-10,Growth,0,canceled
CUST00128,2023-10,Growth,0,canceled
CUST00129,2023-10,Starter,49,active
CUST00130,2023-10,Scale,399,active
CUST00131,2023-10,Starter,49,active
CUST00132,2023-10,Starter,49,active
CUST00133,2023-10,Growth,149,active
CUST00134,2023-10,Starter,49,active
CUST00135,2023-10,Starter,49,active
CUST00136,2023-10,Growth,149,active
CUST00137,2023-10,Scale,399,active
CUST00138,2023-10,Starter,0,canceled
CUST00139,2023-10,Growth,149,active
CUST00140,2023-10,Growth,149,active
CUST00141,2023-10,Starter,49,active
CUST00142,2023-10,Scale,399,active
CUST00143,2023-10,Starter,49,active
CUST00144,2023-10,Scale,399,active
CUST00145,2023-10,Growth,149,active
CUST00146,2023-10,Growth,149,active
CUST00147,2023-10,Starter,49,active
CUST00148,2023-10,Growth,149,active
CUST00149,2023-10,Growth,149,active
CUST00150,2023-10,Growth,149,active
CUST00151,2023-10,Growth,149,active
CUST00152,2023-10,Starter,49,active
CUST00153,2023-10,Starter,49,active
CUST00154,2023-10,Starter,49,active
CUST00155,2023-10,Growth,149,active
CUST00156,2023-10,Growth,149,active
CUST00157,2023-10,Scale,399,active
CUST00158,2023-10,Starter,49,active
CUST00159,2023-10,Scale,0,canceled
CUST00160,2023-10,Growth,149,active
CUST00161,2023-10,Growth,149,active
CUST00162,2023-10,Starter,49,active
CUST00163,2023-10,Starter,49,active
CUST00164,2023-10,Growth,149,active
CUST00165,2023-10,Starter,0,canceled
CUST00166,2023-10,Starter,49,active
CUST00167,2023-10,Growth,149,active
CUST00168,2023-10,Growth,149,active
CUST00169,2023-10,Starter,49,active
CUST00170,2023-10,Growth,149,active
CUST00171,2023-10,Growth,149,active
CUST00172,2023-10,Growth,149,active
CUST00173,2023-10,Starter,49,active
CUST00174,2023-10,Scale,399,active
CUST00175,2023-10,Growth,149,active
CUST00176,2023-10,Starter,0,canceled
CUST00177,2023-10,Starter,49,active
CUST00178,2023-10,Starter,49,active
CUST00179,2023-10,Growth,149,active
CUST00180,2023-10,Growth,149,active
CUST00181,2023-10,Starter,49,active
CUST00182,2023-10,Growth,149,active
CUST00183,2023-10,Growth,149,active
CUST00184,2023-10,Starter,0,canceled
CUST00185,2023-10,Growth,0,canceled
CUST00186,2023-10,Growth,149,active
CUST00187,2023-10,Starter,49,active
CUST00188,2023-10,Scale,399,active
CUST00189,2023-10,Scale,399,active
CUST00190,2023-10,Starter,0,canceled
CUST00191,2023-10,Starter,49,active
CUST00192,2023-10,Starter,49,active
CUST00193,2023-10,Growth,149,active
CUST00194,2023-10,Scale,399,active
CUST00195,2023-10,Growth,149,active
CUST00196,2023-10,Growth,149,active
CUST00197,2023-10,Starter,49,active
CUST00198,2023-10,Growth,149,active
CUST00199,2023-10,Growth,149,active
CUST00200,2023-10,Starter,0,canceled
CUST00201,2023-10,Growth,149,active
CUST00202,2023-10,Growth,149,active
CUST00203,2023-10,Growth,149,active
CUST00204,2023-10,Growth,149,active
CUST00205,2023-10,Scale,399,active
CUST00206,2023-10,Starter,49,active
CUST00207,2023-10,Growth,149,active
CUST00208,2023-10,Starter,49,active
CUST00209,2023-10,Growth,149,active
CUST00210,2023-10,Growth,149,active
CUST00211,2023-10,Starter,49,active
CUST00212,2023-10,Starter,49,active
CUST00213,2023-10,Growth,149,active
CUST00214,2023-10,Starter,0,canceled
CUST00215,2023-10,Starter,49,active
CUST00216,2023-10,Starter,49,active
CUST00217,2023-10,Starter,49,active
CUST00218,2023-10,Growth,149,active
CUST00219,2023-10,Growth,149,active
CUST00220,2023-10,Starter,49,active
CUST00221,2023-10,Growth,149,active
CUST00222,2023-10,Starter,49,active
CUST00223,2023-10,Scale,399,active
CUST00224,2023-10,Growth,149,active
CUST00225,2023-10,Starter,49,active
CUST00226,2023-10,Starter,49,active
CUST00227,2023-10,Growth,149,active
CUST00228,2023-10,Starter,49,active
CUST00229,2023-10,Scale,399,active
CUST00230,2023-10,Starter,49,active
CUST00231,2023-10,Growth,149,active
CUST00232,2023-10,Scale,399,active
CUST00233,2023-10,Growth,149,active
CUST00234,2023-10,Starter,49,active
CUST00235,2023-10,Growth,149,active
CUST00236,2023-10,Starter,49,active
CUST00237,2023-10,Growth,149,active
CUST00238,2023-10,Growth,149,active
CUST00239,2023-10,Growth,149,active
CUST00240,2023-10,Growth,149,active
CUST00241,2023-10,Starter,49,active
CUST00242,2023-10,Growth,149,active
CUST00243,2023-10,Scale,399,active
CUST00244,2023-10,Starter,49,active
CUST00245,2023-10,Growth,149,active
CUST00246,2023-10,Growth,149,active
CUST00247,2023-10,Starter,49,active
CUST00248,2023-10,Starter,49,active
CUST00249,2023-10,Starter,49,active
CUST00250,2023-10,Scale,399,active
CUST00251,2023-10,Starter,49,active
CUST00252,2023-10,Starter,0,canceled
CUST00253,2023-10,Starter,49,active
CUST00254,2023-10,Growth,149,active
CUST00255,2023-10,Starter,0,canceled
CUST00256,2023-10,Starter,49,active
CUST00257,2023-10,Growth,149,active
CUST00258,2023-10,Growth,149,active
CUST00259,2023-10,Scale,399,active
CUST00260,2023-10,Starter,49,active
CUST00261,2023-10,Growth,149,active
CUST00262,2023-10,Starter,49,active
CUST00263,2023-10,Starter,49,active
CUST00264,2023-10,Starter,49,active
CUST00265,2023-10,Starter,49,active
CUST00266,2023-10,Starter,49,active
CUST00267,2023-10,Scale,399,active
CUST00268,2023-10,Growth,149,active
CUST00269,2023-10,Starter,49,active
CUST00270,2023-10,Starter,49,active
CUST00271,2023-10,Scale,399,active
CUST00272,2023-10,Growth,149,active
CUST00273,2023-10,Starter,49,active
CUST00274,2023-10,Growth,149,active
CUST00275,2023-10,Starter,49,active
CUST00276,2023-10,Scale,399,active
CUST00277,2023-10,Starter,49,active
CUST00278,2023-10,Starter,49,active
CUST00279,2023-10,Starter,49,active
CUST00280,2023-10,Starter,49,active
CUST00281,2023-10,Starter,49,active
CUST00282,2023-10,Starter,49,active
CUST00283,2023-10,Growth,149,active
CUST00284,2023-10,Growth,149,active
CUST00285,2023-10,Starter,49,active
CUST00286,2023-10,Growth,149,active
CUST00287,2023-10,Starter,49,active
CUST00288,2023-10,Starter,49,active
CUST00289,2023-10,Starter,49,active
CUST00290,2023-10,Growth,149,active
CUST00291,2023-10,Starter,49,active
CUST00292,2023-10,Growth,149,active
CUST00293,2023-10,Starter,49,active
CUST00294,2023-10,Starter,49,active
CUST00295,2023-10,Starter,49,active
CUST00296,2023-10,Starter,49,active
CUST00297,2023-10,Starter,49,active
CUST00298,2023-10,Starter,49,active
CUST00299,2023-10,Starter,49,active
CUST00300,2023-10,Starter,49,active
CUST00301,2023-10,Starter,49,active
CUST00302,2023-10,Growth,149,active
CUST00303,2023-10,Starter,49,active
CUST00304,2023-10,Starter,49,active
CUST00305,2023-10,Growth,149,active
CUST00306,2023-10,Growth,149,active
CUST00307,2023-10,Starter,49,active
CUST00308,2023-10,Starter,49,active
CUST00309,2023-10,Growth,149,active
CUST00310,2023-10,Growth,149,active
CUST00311,2023-10,Growth,149,active
CUST00312,2023-10,Starter,49,active
CUST00313,2023-10,Growth,149,active
CUST00314,2023-10,Growth,149,active
CUST00315,2023-10,Growth,149,active
CUST00316,2023-10,Starter,49,active
CUST00317,2023-10,Starter,0,canceled
CUST00318,2023-10,Starter,49,active
CUST00319,2023-10,Scale,399,active
CUST00320,2023-10,Growth,149,active
CUST00321,2023-10,Starter,49,active
CUST00322,2023-10,Starter,49,active
CUST00323,2023-10,Scale,399,active
CUST00324,2023-10,Starter,49,active
CUST00325,2023-10,Starter,49,active
CUST00326,2023-10,Growth,149,active
CUST00327,2023-10,Growth,149,active
CUST00328,2023-10,Growth,149,active
CUST00329,2023-10,Growth,149,active
CUST00330,2023-10,Starter,49,active
CUST00331,2023-10,Starter,49,active
CUST00332,2023-10,Starter,49,active
CUST00333,2023-10,Growth,149,active
CUST00334,2023-10,Starter,49,active
CUST00335,2023-10,Scale,399,active
CUST00336,2023-10,Growth,149,active
CUST00337,2023-10,Growth,149,active
CUST00338,2023-10,Starter,49,active
CUST00339,2023-10,Growth,149,active
CUST00340,2023-10,Starter,49,active
CUST00341,2023-10,Starter,49,active
CUST00342,2023-10,Starter,49,active
CUST00343,2023-10,Starter,49,active
CUST00344,2023-10,Starter,49,active
CUST00345,2023-10,Starter,49,active
CUST00346,2023-10,Scale,399,active
CUST00347,2023-10,Starter,49,active
CUST00348,2023-10,Growth,149,active
CUST00349,2023-10,Growth,149,active
CUST00350,2023-10,Growth,149,active
CUST00351,2023-10,Growth,149,active
CUST00352,2023-10,Starter,49,active
CUST00353,2023-10,Growth,149,active
CUST00354,2023-10,Starter,49,active
CUST00355,2023-10,Starter,49,active
CUST00356,2023-10,Growth,149,active
CUST00357,2023-10,Starter,49,active
CUST00358,2023-10,Growth,149,active
CUST00359,2023-10,Growth,149,active
CUST00360,2023-10,Starter,49,active
CUST00361,2023-10,Growth,149,active
CUST00362,2023-10,Starter,49,active
CUST00363,2023-10,Growth,149,active
CUST00364,2023-10,Starter,49,active
CUST00365,2023-10,Scale,399,active
CUST00366,2023-10,Starter,49,active
CUST00367,2023-10,Growth,149,active
CUST00368,2023-10,Growth,149,active
CUST00369,2023-10,Starter,49,active
CUST00001,2023-11,Growth,149,active
CUST00002,2023-11,Growth,149,active
CUST00003,2023-11,Growth,149,active
CUST00004,2023-11,Scale,399,active
CUST00005,2023-11,Growth,149,active
CUST00006,2023-11,Growth,149,active
CUST00007,2023-11,Starter,49,active
CUST00008,2023-11,Starter,49,active
CUST00009,2023-11,Growth,149,active
CUST00010,2023-11,Starter,49,active
CUST00011,2023-11,Starter,49,active
CUST00012,2023-11,Starter,49,active
CUST00013,2023-11,Growth,149,active
CUST00014,2023-11,Starter,0,canceled
CUST00015,2023-11,Starter,49,active
CUST00016,2023-11,Starter,49,active
CUST00017,2023-11,Growth,0,canceled
CUST00018,2023-11,Starter,49,active
CUST00019,2023-11,Scale,399,active
CUST00020,2023-11,Scale,399,active
CUST00021,2023-11,Starter,49,active
CUST00022,2023-11,Starter,49,active
CUST00023,2023-11,Scale,0,canceled
CUST00024,2023-11,Starter,0,canceled
CUST00025,2023-11,Starter,0,canceled
CUST00026,2023-11,Starter,49,active
CUST00027,2023-11,Growth,149,active
CUST00028,2023-11,Growth,149,active
CUST00029,2023-11,Growth,149,active
CUST00030,2023-11,Growth,0,canceled
CUST00031,2023-11,Starter,49,active
CUST00032,2023-11,Growth,149,active
CUST00033,2023-11,Starter,49,active
CUST00034,2023-11,Starter,49,active
CUST00035,2023-11,Growth,149,active
CUST00036,2023-11,Growth,149,active
CUST00037,2023-11,Growth,149,active
CUST00038,2023-11,Starter,49,active
CUST00039,2023-11,Starter,49,active
CUST00040,2023-11,Growth,149,active
CUST00041,2023-11,Starter,0,canceled
CUST00042,2023-11,Starter,49,active
CUST00043,2023-11,Starter,49,active
CUST00044,2023-11,Starter,0,canceled
CUST00045,2023-11,Starter,49,active
CUST00046,2023-11,Growth,149,active
CUST00047,2023-11,Growth,0,canceled
CUST00048,2023-11,Starter,49,active
CUST00049,2023-11,Starter,49,active
CUST00050,2023-11,Starter,49,active
CUST00051,2023-11,Starter,0,canceled
CUST00052,2023-11,Scale,399,active
CUST00053,2023-11,Growth,149,active
CUST00054,2023-11,Growth,149,active
CUST00055,2023-11,Starter,49,active
CUST00056,2023-11,Scale,399,active
CUST00057,2023-11,Growth,149,active
CUST00058,2023-11,Starter,49,active
CUST00059,2023-11,Scale,399,active
CUST00060,2023-11,Growth,149,active
CUST00061,2023-11,Starter,49,active
CUST00062,2023-11,Growth,149,active
CUST00063,2023-11,Growth,149,active
CUST00064,2023-11,Growth,149,active
CUST00065,2023-11,Starter,49,active
CUST00066,2023-11,Growth,149,active
CUST00067,2023-11,Starter,49,active
CUST00068,2023-11,Starter,49,active
CUST00069,2023-11,Starter,49,active
CUST00070,2023-11,Starter,49,active
CUST00071,2023-11,Starter,49,active
CUST00072,2023-11,Growth,149,active
CUST00073,2023-11,Scale,399,active
CUST00074,2023-11,Starter,49,active
CUST00075,2023-11,Starter,49,active
CUST00076,2023-11,Starter,49,active
CUST00077,2023-11,Growth,149,active
CUST00078,2023-11,Growth,149,active
CUST00079,2023-11,Starter,49,active
CUST00080,2023-11,Growth,0,canceled
CUST00081,2023-11,Growth,149,active
CUST00082,2023-11,Growth,149,active
CUST00083,2023-11,Growth,149,active
CUST00084,2023-11,Starter,49,active
CUST00085,2023-11,Scale,399,active
CUST00086,2023-11,Growth,149,active
CUST00087,2023-11,Starter,49,active
CUST00088,2023-11,Starter,49,active
CUST00089,2023-11,Growth,149,active
CUST00090,2023-11,Scale,0,canceled
CUST00091,2023-11,Growth,149,active
CUST00092,2023-11,Growth,149,active
CUST00093,2023-11,Starter,49,active
CUST00094,2023-11,Growth,149,active
CUST00095,2023-11,Growth,149,active
CUST00096,2023-11,Growth,149,active
CUST00097,2023-11,Starter,49,active
CUST00098,2023-11,Growth,149,active
CUST00099,2023-11,Scale,399,active
CUST00100,2023-11,Scale,399,active
CUST00101,2023-11,Growth,0,canceled
CUST00102,2023-11,Starter,49,active
CUST00103,2023-11,Starter,49,active
CUST00104,2023-11,Starter,49,active
CUST00105,2023-11,Growth,149,active
CUST00106,2023-11,Starter,49,active
CUST00107,2023-11,Starter,0,canceled
CUST00108,2023-11,Scale,399,active
CUST00109,2023-11,Scale,399,active
CUST00110,2023-11,Starter,49,active
CUST00111,2023-11,Growth,149,active
CUST00112,2023-11,Growth,149,active
CUST00113,2023-11,Starter,0,canceled
CUST00114,2023-11,Scale,399,active
CUST00115,2023-11,Starter,49,active
CUST00116,2023-11,Starter,0,canceled
CUST00117,2023-11,Growth,149,active
CUST00118,2023-11,Growth,149,active
CUST00119,2023-11,Starter,49,active
CUST00120,2023-11,Starter,49,active
CUST00121,2023-11,Scale,399,active
CUST00122,2023-11,Starter,0,canceled
CUST00123,2023-11,Scale,399,active
CUST00124,2023-11,Starter,49,active
CUST00125,2023-11,Growth,149,active
CUST00126,2023-11,Growth,149,active
CUST00127,2023-11,Growth,0,canceled
CUST00128,2023-11,Growth,0,canceled
CUST00129,2023-11,Starter,49,active
CUST00130,2023-11,Scale,0,canceled
CUST00131,2023-11,Starter,49,active
CUST00132,2023-11,Starter,0,canceled
CUST00133,2023-11,Growth,149,active
CUST00134,2023-11,Starter,49,active
CUST00135,2023-11,Starter,49,active
CUST00136,2023-11,Growth,0,canceled
CUST00137,2023-11,Scale,399,active
CUST00138,2023-11,Starter,0,canceled
CUST00139,2023-11,Growth,149,active
CUST00140,2023-11,Growth,149,active
CUST00141,2023-11,Starter,49,active
CUST00142,2023-11,Scale,399,active
CUST00143,2023-11,Starter,49,active
CUST00144,2023-11,Scale,399,active
CUST00145,2023-11,Growth,149,active
CUST00146,2023-11,Growth,149,active
CUST00147,2023-11,Starter,49,active
CUST00148,2023-11,Growth,149,active
