"cohort_month";"months_since_signup";"active_mrr";"starting_mrr";"retention_pct"
"2024-12-01";5;8499.0;6686.0;127.1
"2024-12-01";6;8051.0;6686.0;120.4
"2024-12-01";7;7503.0;6686.0;112.2
"2024-12-01";8;7804.0;6686.0;116.7
"2024-12-01";9;7655.0;6686.0;114.5
"2024-12-01";10;8005.0;6686.0;119.7
"2024-12-01";11;7856.0;6686.0;117.5
"2024-12-01";12;8206.0;6686.0;122.7
"2025-01-01";0;5350.0;5350.0;100.0
"2025-01-01";1;5551.0;5350.0;103.8
"2025-01-01";2;5602.0;5350.0;104.7
"2025-01-01";3;5952.0;5350.0;111.3
"2025-01-01";4;6303.0;5350.0;117.8
"2025-01-01";5;6603.0;5350.0;123.4
"2025-01-01";6;6554.0;5350.0;122.5
"2025-01-01";7;6955.0;5350.0;130.0
"2025-01-01";8;6955.0;5350.0;130.0
"2025-01-01";9;7705.0;5350.0;144.0
"2025-01-01";10;7705.0;5350.0;144.0
"2025-01-01";11;8056.0;5350.0;150.6
"2025-02-01";0;8280.0;8280.0;100.0
"2025-02-01";1;8481.0;8280.0;102.4
"2025-02-01";2;8683.0;8280.0;104.9
"2025-02-01";3;8534.0;8280.0;103.1
"2025-02-01";4;8787.0;8280.0;106.1
"2025-02-01";5;9039.0;8280.0;109.2
"2025-02-01";6;9191.0;8280.0;111.0
"2025-02-01";7;9492.0;8280.0;114.6
"2025-02-01";8;9795.0;8280.0;118.3
"2025-02-01";9;9895.0;8280.0;119.5
"2025-02-01";10;9545.0;8280.0;115.3
"2025-03-01";0;5898.0;5898.0;100.0
"2025-03-01";1;5849.0;5898.0;99.2
"2025-03-01";2;5849.0;5898.0;99.2
"2025-03-01";3;5851.0;5898.0;99.2
"2025-03-01";4;6003.0;5898.0;101.8
"2025-03-01";5;5656.0;5898.0;95.9
"2025-03-01";6;5808.0;5898.0;98.5
"2025-03-01";7;5906.0;5898.0;100.1
"2025-03-01";8;5906.0;5898.0;100.1
"2025-03-01";9;6006.0;5898.0;101.8
"2025-04-01";0;7337.0;7337.0;100.0
"2025-04-01";1;7087.0;7337.0;96.6
"2025-04-01";2;7537.0;7337.0;102.7
"2025-04-01";3;8088.0;7337.0;110.2
"2025-04-01";4;8090.0;7337.0;110.3
"2025-04-01";5;8692.0;7337.0;118.5
"2025-04-01";6;8494.0;7337.0;115.8
"2025-04-01";7;8643.0;7337.0;117.8
"2025-04-01";8;8347.0;7337.0;113.8
"2025-05-01";0;8074.0;8074.0;100.0
"2025-05-01";1;8225.0;8074.0;101.9
"2025-05-01";2;8478.0;8074.0;105.0
"2025-05-01";3;8932.0;8074.0;110.6
"2025-05-01";4;8832.0;8074.0;109.4
"2025-05-01";5;9833.0;8074.0;121.8
"2025-05-01";6;9984.0;8074.0;123.7
"2025-05-01";7;10185.0;8074.0;126.1
"2025-06-01";0;8277.0;8277.0;100.0
"2025-06-01";1;8730.0;8277.0;105.5
"2025-06-01";2;8930.0;8277.0;107.9
"2025-06-01";3;9033.0;8277.0;109.1
"2025-06-01";4;9483.0;8277.0;114.6
"2025-06-01";5;9285.0;8277.0;112.2
"2025-06-01";6;9236.0;8277.0;111.6
"2025-07-01";0;9119.0;9119.0;100.0
"2025-07-01";1;9070.0;9119.0;99.5
"2025-07-01";2;9222.0;9119.0;101.1
"2025-07-01";3;9673.0;9119.0;106.1
"2025-07-01";4;9823.0;9119.0;107.7
"2025-07-01";5;9774.0;9119.0;107.2
"2025-08-01";0;8513.0;8513.0;100.0
"2025-08-01";1;9164.0;8513.0;107.6
"2025-08-01";2;9416.0;8513.0;110.6
"2025-08-01";3;9616.0;8513.0;113.0
"2025-08-01";4;9618.0;8513.0;113.0
"2025-09-01";0;7729.0;7729.0;100.0
"2025-09-01";1;7981.0;7729.0;103.3
"2025-09-01";2;8132.0;7729.0;105.2
"2025-09-01";3;8633.0;7729.0;111.7
"2025-10-01";0;8867.0;8867.0;100.0
"2025-10-01";1;9071.0;8867.0;102.3
"2025-10-01";2;9973.0;8867.0;112.5
"2025-11-01";0;10903.0;10903.0;100.0
"2025-11-01";1;10807.0;10903.0;99.1
"2025-12-01";0;11656.0;11656.0;100.0
